title,year,cinema_link,stars, wikipediaLink, sale, duration, year, poster, language
دستفروش | اپیزود اول, 1365, http://www.cinema-theatre.com/performance_1407/فیلم-دستفروش-|-اپیزود-اول/,زهره سرمدی ، اسماعیل سلطانیان ، بهزاد بهزادپور ، مرتضی ضرابی ، جعفر دهقان ، فرید کشن فلاح ، محمدعلی مژدهی ، منصور فارسی ، محمود بصیری ، داوود رحمتی ، حسین گروه ای ، کامران توروز ، محرم زینال زاده ، علی شیرازی ، علی توکلی|,,,,,,
دستفروش | اپیزود دوم, 1365, http://www.cinema-theatre.com/performance_1408/فیلم-دستفروش-|-اپیزود-دوم/,مرتضی ضرابی ، محمود بصیری ، محرم زینال زاده ، داوود قنبری ، ناصر فروغ ، محسن درخشانی ، محمدرضا باقری ، ابوالفضل کشاری ، بهرام خدابنده لو ، حسین حجار ، رسول احدی ، میترا میرزایی ، شهرام جعفرنژاد ، جواد حضرت نیا|,,,,,,
دستفروش | اپیزود سوم, 1365, http://www.cinema-theatre.com/performance_1409/فیلم-دستفروش-|-اپیزود-سوم/,بهزاد بهزادپور ، جعفر دهقان ، فرید کشن فلاح ، محمدعلی مژدهی ، داوود رحمتی ، حسین گروه ای ، کمال عباسی ، احمد خیاطباشی ، محمد علاقمند ، حبیب اله حداد ، محرم زینال زاده|,,,,,,
رابطه, 1365, http://www.cinema-theatre.com/performance_1410/فیلم-رابطه/,پرویز پورحسینی ، خسرو شکیبایی ، پوراندخت مهیمن ، منیژه آقایی ، شهرام شمس ، علیرضا رضاییان ، مهری ودادیان ، سامی تحصنی ، حسین محب اهری ، هوشنگ ملک آرا ، علی زرینی ، کاوان رحیمی ، فریدون خلیلی ، شهاب شوقی ، حمید ذوالقدر|, https://fa.wikipedia.org//wiki/%D8%B1%D8%A7%D8%A8%D8%B7%D9%87_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B8), , 90 , 1348, https://upload.wikimedia.org/wikipedia/fa/thumb/c/cb/Rabeteh-movie-poster.jpg/220px-Rabeteh-movie-poster.jpg, fa
روزهای انتظار, 1365, http://www.cinema-theatre.com/performance_1411/فیلم-روزهای-انتظار/,فیروز بهجت محمدی ، محمد مطیع ، مجید مظفری ، گوهر خیراندیش ، فرشته صدرعرفایی ، افسر اسدی ، جمشید لایق ، احمد هاشمی ، اسماعیل محمدی ، ایرج طهماسب ، اصغر همت ، رحیم هودی ، پرویز شاهین خو ، محمود جعفری ، منوچهر افسری|, https://fa.wikipedia.org//wiki/%D8%B1%D9%88%D8%B2%D9%87%D8%A7%DB%8C_%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D8%B1, , 95 , 1365, , fa
سراب, 1365, http://www.cinema-theatre.com/performance_1412/فیلم-سراب/,پرویز پورحسینی ، محبوبه بیات ، جمشید مشایخی ، فرخ نعمتی ، منیژه سلیمانی ، ایمان رئوفی ، کوروش لشکری ، امیه حمزه ای نژاد ، پریدخت اقبالپور ، محمود شهیدی ، حمید حمزه ، قاسم پاکرو ، محسن قبادی ، سهیلا رضوی ، محمد زرقانی|, https://fa.wikipedia.org//wiki/%D8%B3%D8%B1%D8%A7%D8%A8_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B5%DB%B2), , 110 , 1352, https://upload.wikimedia.org/wikipedia/fa/thumb/3/35/Naser-malekmotiei-.jpg/100px-Naser-malekmotiei-.jpg, fa
شبح کژدم, 1365, http://www.cinema-theatre.com/performance_1413/فیلم-شبح-کژدم/,جهانگیر الماسی ، حسن رضایی ، ناصر آقایی ، منیژه آقایی ، کاظم افرندنیا ، نعمت اله گرجی ، منصور مجلسی ، پروین سلیمانی ، فرزانه کابلی ، عباس ناظری نیک ، احد بهروزی ، اکبر دودکار ، نصرت دستمزدی ، نریمان شاهرخ آل مذکور ، کریم نشاط|, https://fa.wikipedia.org//wiki/%D8%B4%D8%A8%D8%AD_%DA%A9%DA%98%D8%AF%D9%85, , 109 , 1365, https://upload.wikimedia.org/wikipedia/fa/thumb/8/8f/Shabahe_kazhdom.jpg/220px-Shabahe_kazhdom.jpg, fa
شیر سنگی, 1365, http://www.cinema-theatre.com/performance_1414/فیلم-شیر-سنگی/,علی نصیریان ، عزت اله انتظامی ، ولی شیراندامی ، علیرضا شجاع نوری ، حمید جبلی ، احمد هاشمی ، شمسی فضل الهی ، آزیتا لاچینی ، فهیمه راستکار ، سوگند رحمانی ، اصغر همت ، عطاءاله زاهد ، میرصلاح حسینی ، عباس نوذری ، بهزاد رحیم خانی|,,,,,,
طلسم, 1365, http://www.cinema-theatre.com/performance_1415/فیلم-طلسم/,جمشید مشایخی ، سوسن تسلیمی ، پرویز پورحسینی ، آتیلا پسیانی ، سوگند رحمانی ، عطاءاله زاهد ، حامد تحصنی ، سامی تحصنی ، آتش تقی پور ، ملیحه نصیری ، مریم شفایی ، حسن مظفری ، ملیحه نیکجومند ، محمود جعفری|,,,,,,
قصه زندگی, 1365, http://www.cinema-theatre.com/performance_1416/فیلم-قصه-زندگی/,هادی اسلامی ، داوود موثقی ، منیژه دلدارگلچین ، روح انگیز مهتدی ، حمید قربانی فراز ، مسعود عربیان ، مهری ودادیان ، اصغر زمانی ، مرجانه دلدارگلچین ، سیدجلال طباطبایی ، فریدون بخشایش|, https://fa.wikipedia.org//wiki/%D9%82%D8%B5%D9%87_%D8%B2%D9%86%D8%AF%DA%AF%DB%8C, , 94, 1365, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
کنار برکه ها, 1365, http://www.cinema-theatre.com/performance_1417/فیلم-کنار-برکه-ها/,حسین محجوب ، فرزانه کابلی ، شهرام اژند ، سیاوش طهمورث ، معصومه تقی پور ، پروین حضرتی ، محمود نظرعلیان ، محمد پورستار ، جواد حاجی زاده ، کریم نشاط ، اصغر بایومی|,,,,,,
گال, 1365, http://www.cinema-theatre.com/performance_1418/فیلم-گال/,مهدی اسدی ، حسین معلومی ، حسین پناهی ، محسن پناهی ، فاطمه نقوی ، هوشنگ بهشتی ، رضا رامی ، اسفندیار نقدی ، ابوالفضل کرمی ، ایوب روشنگر ، محمود حسینی ، پرویز اشک تلخ ، هادی غفوریان ، نادر آقامحمدی ، پرویز محمدیان|,,,,,,
گذرگاه, 1365, http://www.cinema-theatre.com/performance_1419/فیلم-گذرگاه/,خسرو ضیایی ، عطاءاله سلمانیان ، اردلان شجاع کاوه ، مهرداد خوشبخت ، علی شاه حاتمی ، مژگان بنی هاشمی ، روح اله برادری ، محرم زینال زاده ، منصوره فیلی ، حبیب اله رجبعلی ، محمد علیدوست ، ملیحه کشاری ، انسیه قنبری ، ناصر فروغ ، محمد صادقی|,,,,,,
گزارش یک قتل, 1365, http://www.cinema-theatre.com/performance_1420/فیلم-گزارش-یک-قتل/,اکبر زنجانپور ، هما روستا ، ناصر هاشمی ، قطب الدین صادقی ، مهناز افضلی ، علی اصغر گرمسیری ، مجید شهباز ، فاضل ، ناصر اعترازی|, https://fa.wikipedia.org//wiki/%DA%AF%D8%B2%D8%A7%D8%B1%D8%B4_%DB%8C%DA%A9_%D9%82%D8%AA%D9%84, , 87 , 1365, https://upload.wikimedia.org/wikipedia/fa/thumb/d/d1/Gozaresh_Yek_ghatl.jpg/220px-Gozaresh_Yek_ghatl.jpg, fa
گشتی ها, 1365, http://www.cinema-theatre.com/performance_1421/فیلم-گشتی-ها/,جلیل فرجاد ، محمود پاک طینت ، مجتبی اکبری ، سعید میرباقری ، محمد فیلی ، مهوش صبرکن ، جعفر توکلی|,,,,,,
گلبهار, 1365, http://www.cinema-theatre.com/performance_1422/فیلم-گلبهار/,مهرانه مهین ترابی ، صدیقه زرپور ، اشرف طیبی ، لیلا مظاهری ، مژگان هادیان ، زهرا خراسانی ، بتسابه درودیان|,,,,,,
گودال, 1365, http://www.cinema-theatre.com/performance_1423/فیلم-گودال/,خسرو شجاع زاده ، شهرام گلچین ، میرمحمد تجدد ، جمشید جهان زاده ، نجم السادات آبادی ، مینا صارمی ، شهاب کلیددارزاده ، ناصر غفرانی ، مهدی رنجه ، خسرو شاهی ، امان عباس حسینی ، مسعود دادگر ، غلامرضا رمضانی ، حمیدعباس حسینی ، مشتاق|, https://fa.wikipedia.org//wiki/%DA%AF%D9%88%D8%AF%D8%A7%D9%84_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B6%DB%B5), , 95 , 1365, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
مأموریت, 1365, http://www.cinema-theatre.com/performance_1424/فیلم-مأموریت/,اکبر عبدی ، علی شعاعی ، مرتضی حاج سید احمدی ، مهین شهابی ، طیب شرافتی ، سرور نجات الهی ، سروش خلیلی ، ملیحه نیکجومند ، حسین شهاب ، محسن یوسف بیک ، مرتضی ضرابی ، حسین صفاریان ، مرتضی اردستانی ، مختار سائقی ، مجتبی هدیدی|,,,,,,
معما, 1365, http://www.cinema-theatre.com/performance_1425/فیلم-معما/,هادی اسلامی ، محمد برسوزیان ، عنایت اله شفیعی ، علی ترابی ، مرتضی حاج سید احمدی ، کیومرث ملک مطیعی ، پوراندخت مهیمن ، الیزا جوهری ، فاطمه رنجبر ، عباس قاجار ، عباس مختاری ، امیر زمانی ، مجتبی مهرابی ، حسن گروسی ، حسن عابدینی|,,,,,,
مقاومت, 1365, http://www.cinema-theatre.com/performance_1426/فیلم-مقاومت/,هادی اسلامی ، ایرج طهماسب ، احمد عباسقلی ، محمد امین ، محسن شایان فر ، محمود جعفری ، حسین ایری ، کریم اکبری مبارکه ، محسن صادقی نسب ، عباداله سیفی ، محسن حاجی یوسفی ، محمد محمدی ، مجید محمدپور|, https://fa.wikipedia.org//wiki/%D9%85%D9%82%D8%A7%D9%88%D9%85%D8%AA_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B6%DB%B5), , 93 , 1365, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
ملاقات, 1365, http://www.cinema-theatre.com/performance_1427/فیلم-ملاقات/,جمشید مشایخی ، پروانه معصومی ، شاپور شهیدی ، سیامک اطلسی ، علیرضا غفاری ، مینا صارمی ، اکبر زنجانپور ، علی رامز ، غلامرضا طباطبایی ، هدایت اله نوید ، سهراب سلیمی ، عباس ناظری نیک ، محمد ورشوچی ، علی دبیری ، اصغر عظیمی|, https://fa.wikipedia.org//wiki/%D9%85%D9%84%D8%A7%D9%82%D8%A7%D8%AA_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B6%DB%B5), , 88, 1365, https://upload.wikimedia.org/wikipedia/fa/thumb/0/0d/Molaghat-1987-movie.jpg/220px-Molaghat-1987-movie.jpg, fa
میهمانی خصوصی, 1365, http://www.cinema-theatre.com/performance_1428/فیلم-میهمانی-خصوصی/,توران مهرزاد ، میترا قمصری ، سهیلا ریاحی ، هادی اسلامی ، پرویز پورحسینی ، محمد برسوزیان ، اصغر زمانی ، منوچهر حامدی ، خسرو دستگیر ، کیومرث ملک مطیعی ، علی ترابی ، سعید عباسی ، التفات قربانی ، شاپور سلیمی|, https://fa.wikipedia.org//wiki/%D9%85%DB%8C%D9%87%D9%85%D8%A7%D9%86%DB%8C_%D8%AE%D8%B5%D9%88%D8%B5%DB%8C, , 105 , 1365, https://upload.wikimedia.org/wikipedia/fa/thumb/5/51/Mihmani_Khososi_Poster.jpg/220px-Mihmani_Khososi_Poster.jpg, fa
ناخداخورشید, 1365, http://www.cinema-theatre.com/performance_1429/فیلم-ناخداخورشید/,داریوش ارجمند ، علی نصیریان ، سعید پورصمیمی ، پروانه معصومی ، جعفر والی ، فتحعلی اویسی ، غلامرضا گرشاسبی ، عبدالجواد روشن ، رضا بابلیان ، اصغر بیچاره ، احمد علی نژاد ، جعفر محدث ، صدرالدین حجازی ، محمد نمازی ، رضا عباس نژاد|,,,,,,
وکیل اول, 1365, http://www.cinema-theatre.com/performance_1430/فیلم-وکیل-اول/,غلامحسین نقشینه ، محمد مطیع ، اسماعیل محرابی ، سهیلا نجاری ، اسماعیل داورفر ، قدرت اله لطیفی ، شاپور شهیدی ، سرور رجایی ، زهره عدالت ، حسین اسدی ، هوشنگ نیک رفتار ، اکبر طلایی ، محمد افشین ، امیر دیری ، رحیم شمشیری|, https://fa.wikipedia.org//wiki/%D9%88%DA%A9%DB%8C%D9%84_%D8%A7%D9%88%D9%84, , 106, 1365, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
هشت و نیم شب, 1365, http://www.cinema-theatre.com/performance_1431/فیلم-هشت-و-نیم-شب/,آزیتا لاچینی ، هرمز سیرتی ، منوچهر علیپور ، مهری مهرنیا ، سعید شریفیان ، الیزا جوهری ، محمد شهیدی ، شاپور بخشایی ، زهره امیری ، رضا سمساری ، احمد عسگری ، جواد شیئیان ، اعظم قشقایی ، امیر سماواتی ، سیدعلی صالحی|, https://fa.wikipedia.org//wiki/%D9%87%D8%B4%D8%AA_%D9%88_%D9%86%DB%8C%D9%85_%D8%B4%D8%A8, , 81 , 1365, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
همه باهم, 1365, http://www.cinema-theatre.com/performance_1432/فیلم-همه-باهم/,جهانگیر نکویی ، علیخان نقبی ، احمد صابر ، عزیز عابدآبادی ، محسن خسروی|,,,,,,
هوای تازه, 1365, http://www.cinema-theatre.com/performance_1433/فیلم-هوای-تازه/,سرور رجایی ، حسن اکلیلی ، فاطمه دخت شفیعی ، فاضل اجبوری ، روزبه عماد ، مهرداد پورغلامحسین ، مهدی قاسم زاده ، رضا جورابچی ، حسن مؤذن ، مهرزاد صادقی ، امیر رضوانی ، ماه گل عماد ، فرشید آقارخ ، زهرا راج پور ، لیلا بهنام|,,,,,,
آن سوی آتش, 1366, http://www.cinema-theatre.com/performance_1435/فیلم-آن-سوی-آتش/,خسرو شجاع زاده ، سیامک اطلسی ، مهرداد وفادار ، عاطفه رضوی ، نعمت اله لاریانی ، کاظم وفادارشوشتری ، عباس دشت بزرگ ، شاهرخ کیوان ، مصطفی احمدی ، فرج مولایی ، منوچهر خندان ، پروین سلیمانی|,,,,,,
ایستگاه, 1366, http://www.cinema-theatre.com/performance_1434/فیلم-ایستگاه/,پرویز پورحسینی ، گلچهره سجادیه ، خسرو دستگیر ، اصغر زمانی ، سعید عباسی ، یوسف صمدزاده ، ملیحه ابراهیمی شعربافان ، شهلا ظرافت ، ناهید حمیدی ، ابراهیم آبادی ، سیما قره باغی ، مینا قره باغی ، مهناز قره باغی ، محمدعلی خجسته ، علی اکبر صعالکی|, https://fa.wikipedia.org//wiki/%D8%A7%DB%8C%D8%B3%D8%AA%DA%AF%D8%A7%D9%87_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B6%DB%B6), , 104 , 1367, https://upload.wikimedia.org/wikipedia/fa/thumb/c/cf/Istgaah_Poster.jpg/220px-Istgaah_Poster.jpg, fa
با من از فردا بگو, 1366, http://www.cinema-theatre.com/performance_1436/فیلم-با-من-از-فردا-بگو/,سیروس گرجستانی ، گوهر خیراندیش ، منیژه سلیمی ، پروانه مرزبان ، کمند امیرسلیمانی|, https://fa.wikipedia.org//wiki/%D8%A8%D8%A7_%D9%85%D9%86_%D8%A7%D8%B2_%D9%81%D8%B1%D8%AF%D8%A7_%D8%A8%DA%AF%D9%88, , 65, 1366, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
بحران, 1366, http://www.cinema-theatre.com/performance_1437/فیلم-بحران/,محمد کاسبی ، جعفر دهقان ، علی پویان ، فرید کشن فلاح ، اکبر منصور فلاح ، مسعود رحمانی ، محمدرضا باقری ، یحیی دیوانی ، محرم زینال زاده ، اعظم بهرامی ، کیان فر ، نازیه شاملو ، محمد مدیر روستا ، داوود قنبری ، ایرج فرزدی|,,,,,,
بوعلی سینا, 1366, http://www.cinema-theatre.com/performance_1439/فیلم-بوعلی-سینا/,امین تارخ ، فیروز بهجت محمدی ، محمد سادات ابهری ، سعید اویسی ، اسماعیل محرابی ، چنگیز وثوقی ، سرور نجات الهی ، نسرین قاسم زاده ، شهزاد کمالی|,,,,,,
بهار در پاییز, 1366, http://www.cinema-theatre.com/performance_1438/فیلم-بهار-در-پاییز/,هادی اسلامی ، جعفر والی ، مهدی فخیم زاده ، پرویز پورحسینی ، مصطفی طاری ، فردوس کاویانی ، خسرو امیرصادقی ، محبوبه بیات ، ثریا حکمت ، پوراندخت مهیمن ، شیرین گلکار ، نسترن بوساک ، ملیحه نیکجومند ، سامی تحصنی ، منوچهر جوادی نیا|, https://fa.wikipedia.org//wiki/%D8%A8%D9%87%D8%A7%D8%B1_%D8%AF%D8%B1_%D9%BE%D8%A7%DB%8C%DB%8C%D8%B2, , 104 , 1366, https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/%D9%BE%D9%88%D8%B3%D8%AA%D8%B1_%D9%81%DB%8C%D9%84%D9%85_%D8%A8%D9%87%D8%A7%D8%B1_%D8%AF%D8%B1_%D9%BE%D8%A7%DB%8C%DB%8C%D8%B2.jpg/220px-%D9%BE%D9%88%D8%B3%D8%AA%D8%B1_%D9%81%DB%8C%D9%84%D9%85_%D8%A8%D9%87%D8%A7%D8%B1_%D8%AF%D8%B1_%D9%BE%D8%A7%DB%8C%DB%8C%D8%B2.jpg, fa
پرستار شب, 1366, http://www.cinema-theatre.com/performance_1440/فیلم-پرستار-شب/,مهناز افضلی ، علی بی غم ، قاسم سیف ، شهلا ریاحی ، مینا صارمی ، سارا نجفی ، حسین خانی بیک ، آندره آندره یاسیان ، حسن احسانیان ، محمد غفاری ، رضا بنفشه خواه ، پرویز شاهین خو ، سوسن سلیمی ، ملیحه اکبری ، فرهاد خان محمدی|, https://fa.wikipedia.org//wiki/%D9%BE%D8%B1%D8%B3%D8%AA%D8%A7%D8%B1_%D8%B4%D8%A8, , 83, 1366, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
